"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"94","Hindi Medium","2017","N/A","19 May 2017","132 min","Comedy, Drama","Saket Chaudhary","Amitosh Nagpal (dialogue by)","Irrfan Khan, Saba Qamar, Neha Dhupia, Tillotama Shome","A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNTg3MzRkNjgtYTJmZi00NDI5LTgxNGQtYWFkZWM4YzRlOTJmL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","Internet Movie Database","8.1/10","N/A","8.1","3,158","tt5764096","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.rottentomatoes.com/m/hindi_medium","N/A","N/A","Maddock Films","N/A","True"
"95","Rock On!!","2008","N/A","29 Aug 2008","145 min","Drama, Music","Abhishek Kapoor","Farhan Akhtar (dialogue), Pubali Chaudhuri (screenplay), Abhishek Kapoor (story)","Arjun Rampal, Farhan Akhtar, Luke Kenny, Purab Kohli","Four friends reunite to relive their moments of glory as a rock band.","Hindi, English","India","13 wins & 15 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjIwODc4N15BMl5BanBnXkFtZTcwMDgwMzM4MQ@@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","16,478","tt1230165","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/rock-on/","N/A","N/A","N/A","N/A","True"
"96","Okkadu","2003","N/A","15 Jan 2003","170 min","Action, Romance","Gunasekhar","Gunasekhar","Mahesh Babu, Bhoomika Chawla, Prakash Raj, Chandramohan","A Kabbadi player rescues a young woman from an unwanted marriage and hides her in his home.","Telugu","India","10 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BNjE4NWY1YWMtM2U4ZS00NjdjLThhZDAtZWQ0NmVlZDE0NTNjXkEyXkFqcGdeQXVyMzc5Nzk1NDY@._V1_SX300.jpg","Internet Movie Database","8.2/10","N/A","8.2","4,898","tt0366840","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/okkadu/","N/A","N/A","N/A","N/A","True"
"97","Don","1978","N/A","12 May 1978","166 min","Action, Crime, Thriller","Chandra Barot","Javed Akhtar (dialogue), Javed Akhtar (screenplay), Javed Akhtar (story), Salim Khan (dialogue), Salim Khan (screenplay), Salim Khan (story)","Amitabh Bachchan, Zeenat Aman, Pran, Iftekhar","Don, a wanted criminal, dies in a police chase. DSP D'Silva is the only one who knows about his death, and to get hold of the gang he trains Don-lookalike Vijay. But Vijay faces danger from the police and from within the gang.","Hindi","India","3 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BYTYwZjA0NmMtZWJmYy00ZTZlLWEzZTEtZGJhYTQ1NzFkNDQ3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","7,741","tt0077451","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/1155182-don/","18 May 1999","N/A","Shemaroo","N/A","True"
"98","Mr. India","1987","N/A","25 May 1987","179 min","Action, Adventure, Comedy","Shekhar Kapur","Javed Akhtar, Salim Khan","Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik","A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.","Hindi","India","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BNjJjNjEyOTEtNDhhZi00MDM1LWExMTYtZmNjNDE1OTQ2OTE0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","8,621","tt0093578","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/1151559-mr_india/","06 Sep 2005","N/A","N/A","N/A","True"
"99","Oye Lucky! Lucky Oye!","2008","N/A","28 Nov 2008","125 min","Comedy, Crime, Drama","Dibakar Banerjee","Dibakar Banerjee (screenplay), Urmi Juvekar (screenplay), Manu Rishi Chadha (dialogues)","Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh","A burglar reflects on his life and loves; while the media speculates how he managed to pull off so many heists.","Hindi","India","4 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BNjA1MjM2NTM3MV5BMl5BanBnXkFtZTcwODIyMjk5MQ@@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","12,189","tt1292703","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/oye-lucky-lucky-oye/","N/A","$61,507.00","N/A","N/A","True"
"100","RangiTaranga","2015","NOT RATED","13 Aug 2015","149 min","Adventure, Music, Mystery","Anup Bhandari","Anup Bhandari","Nirup Bhandari, Radhika Chetan, Avantika Shetty, Sai Kumar","Mysterious events begin to unfold after a reclusive novelist and his wife move back to her ancestral village, followed by a journalist.","Kannada","India","2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzNjAwNDEwMTNeQTJeQWpwZ15BbWU4MDk5MjMyMzYx._V1_SX300.jpg","Internet Movie Database","8.8/10","N/A","8.8","9,869","tt4432480","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/rangitaranga/","N/A","N/A","N/A","N/A","True"
"101","The Lunchbox","2013","PG","20 Sep 2013","104 min","Drama, Romance","Ritesh Batra","Ritesh Batra (screenplay), Vasan Bala (hindi dialogue consultant)","Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey","A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.","Hindi, English","India, France, Germany, USA, Canada","Nominated for 1 BAFTA Film Award. Another 29 wins & 35 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzc1NjIzMV5BMl5BanBnXkFtZTgwODUyMTIxMTE@._V1_SX300.jpg","Internet Movie Database","7.8/10","76","7.8","35,575","tt2350496","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_lunchbox/","01 Jul 2014","$4,231,500","Sony Pictures Classics","http://www.cinemosaic.net/films/dabba.html","True"
"102","Udta Punjab","2016","N/A","17 Jun 2016","148 min","Action, Crime, Drama","Abhishek Chaubey","Sudip Sharma (screenplay), Abhishek Chaubey (screenplay), Sudip Sharma (dialogue)","Alia Bhatt, Shahid Kapoor, Lovely Sidhu, Diljit Dosanjh","A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.","Hindi, Panjabi","India","3 wins & 11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BOWQ0MzY2MzYtMGIzYi00ODdjLWIyMjQtZDM1N2ZjOWRlNzIxXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","17,433","tt4434004","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/udta_punjab/","N/A","N/A","N/A","N/A","True"
"103","Vicky Donor","2012","NOT RATED","20 Apr 2012","126 min","Comedy, Romance","Shoojit Sircar","Juhi Chaturvedi (dialogue), Juhi Chaturvedi (screenplay), Juhi Chaturvedi (story)","Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia","A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.","Hindi","India","22 wins & 13 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTcyMjY3OV5BMl5BanBnXkFtZTcwNjU0MjY2Nw@@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","30,099","tt2317337","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/vicky_donor_2012/","25 Feb 2013","$466,467","Eros Entertainment","N/A","True"
"104","Nayak: The Real Hero","2001","N/A","07 Sep 2001","187 min","Drama, Action","S. Shankar","Anurag Kashyap (dialogue), S. Shankar (story and screenplay)","Anil Kapoor, Rani Mukerji, Amrish Puri, Johnny Lever","A man accepts a challenge by the chief minister of Maharashtra to run the state for one day, and makes such a success of it that soon he is embroiled in political intrigue.","Hindi","India","2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMDYwMzRmY2YtZWM4Mi00MmViLTk1OWUtYTU1MzYzMDU0MTE1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","8,456","tt0291376","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/nayak-the-real-hero/","28 Feb 2007","N/A","N/A","N/A","True"
"105","Kapoor & Sons","2016","N/A","18 Mar 2016","132 min","Comedy, Drama, Romance","Shakun Batra","Shakun Batra, Ayesha DeVitre","Sidharth Malhotra, Fawad Khan, Alia Bhatt, Rajat Kapoor","A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse,the family is undergoing a financial crunch and much more as the drama unfolds.","Hindi","India","6 wins & 12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NDk4MTIwNl5BMl5BanBnXkFtZTgwNDEwODI5NzE@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","15,130","tt4900716","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/kapoor_and_sons_since_1921/","N/A","$2,261,473","Dharma Productions","N/A","True"
"106","Samsara","2001","R","30 Apr 2002","138 min","Adventure, Drama, Romance","Pan Nalin","Pan Nalin (story), Pan Nalin (screenplay), Tim Baker (screenplay)","Shawn Ku, Christy Chung, Neelesha Barthel, Lhakpa Tsering","A spiritual love-story set in the majestic landscape of Ladakh, Himalayas. Samsara is a quest; one man's struggle to find spiritual Enlightenment by renouncing the world. And one woman's ...","Tibetan, Ladakhi, Hindi","India, Germany, France, Italy, Switzerland","6 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTY0OTQzOV5BMl5BanBnXkFtZTcwNTQxNDMzMQ@@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","6,352","tt0196069","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/10002103-samsara/","07 Jul 2009","N/A","Miramax Films","N/A","True"
"107","Guru","2007","N/A","12 Jan 2007","166 min","Biography, Drama, Musical","Mani Ratnam","Mani Ratnam (screenplay), Vijay Krishna Acharya (dialogue), Anurag Kashyap (additional dialogue), Sujatha (additional dialogue), Suhasini (additional dialogue)","Mithun Chakraborty, Abhishek Bachchan, Aishwarya Rai Bachchan, Madhavan","A villager, Gurukant Desai, arrives in Bombay 1958, and rises from its streets to become the GURU, the biggest tycoon in Indian history.","Hindi","India","11 wins & 24 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMTkyMTQ0MF5BMl5BanBnXkFtZTcwMjIxNjA0MQ@@._V1_SX300.jpg","Internet Movie Database","7.8/10","70","7.8","16,493","tt0499375","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/guru/","13 Mar 2007","$1,964,000","Adlabs Films","http://guru-thefilm.com/","True"
"108","Earth","1998","UNRATED","07 Jul 1999","110 min","Drama, Romance, War","Deepa Mehta","Deepa Mehta, Bapsi Sidhwa (novel)","Aamir Khan, Nandita Das, Rahul Khanna, Maia Sethna","It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl bears witnesses to tragedy as her ayah is caught between the love of two men and the rising tide of political and religious violence.","Hindi, English, Gujarati, Panjabi, Urdu","India, Canada","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzQ2ODYyNl5BMl5BanBnXkFtZTcwMzY5MjYxMQ@@._V1_SX300.jpg","Internet Movie Database","7.8/10","71","7.8","6,169","tt0150433","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/earth_1999/","15 Apr 2003","N/A","Zeitgeist Films","N/A","True"
"109","Aamir","2008","N/A","06 Jun 2008","99 min","Drama, Thriller","Raj Kumar Gupta","Raj Kumar Gupta (story screenplay and dialogue)","Rajeev Khandelwal, Aishwarya, Vasan Bala, Chinkal","A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NTU4OTIzNl5BMl5BanBnXkFtZTgwODE2MjA2MDE@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","7,933","tt1241195","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/aamir/","01 Jul 2008","N/A","N/A","N/A","True"
"110","Eega","2012","N/A","05 Jul 2012","145 min","Comedy, Drama, Fantasy","S.S. Rajamouli, J.V.V. Sathyanarayana","S.S. Kanchi (story treatment), Janardhan Maharshi (dialogue), Crazy Mohan (dialogue), Vijayendra Prasad (ideas of), S.S. Rajamouli (story & screenplay), S.S. Rajamouli","Sudeep, Nani, Samantha Ruth Prabhu, Hamsa Nandini","A murdered man is reincarnated as a housefly and seeks to avenge his death.","Telugu, Tamil, Hindi, Malayalam, Chinese, Urdu, Thai, Japanese, Portuguese","India","41 wins & 25 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNzhiN2YzZDYtYjQzMy00YTVkLTk4OTItYTQ0ODllMGM5NjA1XkEyXkFqcGdeQXVyMzU0ODc1MTQ@._V1_SX300.jpg","Internet Movie Database","7.9/10","N/A","7.9","15,126","tt2258337","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/eega_2012/","N/A","N/A","Ficus","N/A","True"
"111","Agneepath","1990","N/A","16 Feb 1990","174 min","Action, Crime, Drama","Mukul Anand","Kader Khan (dialogue), Santosh Saroj (screenplay), Santosh Saroj (story)","Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari","A young boy's quest for revenge leads him to become a gangster as an adult, and with each day he becomes more and more like his enemies. Can he find vengeance and redemption?","Hindi","India","3 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NDA0ODgyMF5BMl5BanBnXkFtZTgwMTk4MTI5NTE@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","6,066","tt0098999","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/agneepath/","21 Mar 2000","N/A","N/A","N/A","True"
"112","Veer-Zaara","2004","N/A","12 Nov 2004","192 min","Drama, Family, Musical","Yash Chopra","Aditya Chopra (dialogue), Aditya Chopra (screenplay), Aditya Chopra (story)","Shah Rukh Khan, Rani Mukerji, Preity Zinta, Kiron Kher","Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.","Hindi, Urdu, Panjabi","India","21 wins & 29 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1Njc3ODg1Ml5BMl5BanBnXkFtZTcwNDYxNDcyMQ@@._V1_SX300.jpg","Internet Movie Database","7.9/10","67","7.9","38,915","tt0420332","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/veer_zaara/","26 Feb 2005","$2,856,738","Yash Raj Films Pvt. Ltd.","http://www1.yashrajfilms.com/veerzaaramicro/microflash.asp","True"
"113","Pokiri","2006","N/A","27 Apr 2006","164 min","Action, Comedy","Puri Jagannadh","Puri Jagannadh (dialogue), Puri Jagannadh (screenplay), Puri Jagannadh (story), Meher Ramesh (script associate)","Mahesh Babu, Ileana D'Cruz, Prakash Raj, Nassar","A street killer has another identity and intention for joining a underworld gang of the city which he is hiding and when it exposes everything turns upside down","Telugu, Telugu","India","2 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BNmI0ZjU4MmItNWQyMS00NDNiLTlhMzctZjIyZDBiOTdlM2FiXkEyXkFqcGdeQXVyNjE2NTgxOTE@._V1_SX300.jpg","Internet Movie Database","7.9/10","N/A","7.9","8,429","tt0816258","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/pokiri/","28 Nov 2006","N/A","N/A","N/A","True"
"114","Pyaar Ka Punchnama","2011","N/A","20 May 2011","149 min","Comedy, Drama, Romance","Luv Ranjan","Luv Ranjan, Sumit Saxena (additional dialogue), Sumit Saxena (additional screenplay writer), Vaibhav Suman (additional dialogue), Vaibhav Suman (additional screenplay writer)","Kartik Aaryan, Raayo S. Bakhirta, Ranjit Batra, Nushrat Bharucha","After falling in love, three room-mates experience changes in their lives.","Hindi, English","India","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BODc1MDAyMDAtYTdiZS00NWVhLTk0YjItNGZjOTdmNjlkZGM2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","14,073","tt1926313","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/pyaar_ka_punchnama_2011/","N/A","N/A","N/A","N/A","True"
"115","Neerja","2016","N/A","19 Feb 2016","122 min","Biography, Drama, Thriller","Ram Madhvani","Saiwyn Quadras (story and screenplay), Sanyukta Shaikh Chawla (dialogue)","Sonam Kapoor, Shabana Azmi, Yogendra Tikku, Abrar Zahoor","Neerja is the story of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.","Hindi, English","India","5 wins & 7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYzMxM2EwMzctOWUzYy00ZTNkLWE3ZjYtYjI5NWUzZTMwZDAwXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","13,890","tt5286444","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/neerja_2016/","N/A","$1,255,246","Bling Unplugged","N/A","True"
"116","Sarkar","2005","N/A","01 Jul 2005","124 min","Crime, Drama","Ram Gopal Varma","Manish Gupta","Amitabh Bachchan, Abhishek Bachchan, Kay Kay Menon, Supriya Pathak","The authority of a man, who runs a parallel government in Mumbai, is challenged. His son rises to face his enemies.","Hindi, Marathi","India","2 wins & 5 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwNGU2YzQtMDRjNS00MjlmLTk1MDEtMjBmYWQ3ZjY0NWRjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","Internet Movie Database","7.7/10","N/A","7.7","11,935","tt0432047","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/sarkar/","01 Nov 2005","N/A","Saavn","N/A","True"
"117","Madras Cafe","2013","N/A","23 Aug 2013","130 min","Action, Drama, History","Shoojit Sircar","Shubhendu Bhattacharya (story and screenplay), Juhi Chaturvedi (dialogue), Somnath Dey (story and screenplay), Dusan Tolmac (additional screenplay)","Nargis Fakhri, John Abraham, Rashi Khanna, Avijit Dutt","An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.","Hindi","India","12 wins & 15 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MzU5ODM4Nl5BMl5BanBnXkFtZTcwOTQ3MTM5OQ@@._V1_SX300.jpg","Internet Movie Database","7.7/10","N/A","7.7","17,978","tt2855648","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/madras_cafe/","N/A","N/A","Viva Entertainment","N/A","True"
"118","Kabhi Haan Kabhi Naa","1994","N/A","25 Feb 1994","158 min","Comedy, Drama, Music","Kundan Shah","Pankaj Advani (screenplay), Pankaj Advani (story), Ranjit Kapoor (dialogue), Kundan Shah (screenplay), Kundan Shah (story)","Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri","Sunil and some of his friends start a band and perform at weddings and special occasions. Sunil is in love with Aana but Aana loves Chris; when Sunil finds out about this he decides to ...","Hindi, English","India","2 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BM2UzZDIzNTAtYWMxMS00MGRhLWJiM2MtNGMzZGZiMGQ3N2VjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","8.0/10","N/A","8.0","13,782","tt0110222","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
